entry_time,exit_time,pnl,reason
1715753340000,1715753340000,4.0,Flip to Short
1715753400000,1715753400000,-1.8031887850884232,SL Hit
1715753820000,1715753820000,-2.8698379762790864,SL Hit
1715753940000,1715753940000,5.0,TP Hit
1715754060000,1715754060000,-1.2632579508644994,SL Hit
1715754780000,1715754780000,6.524783322194708,TP Hit
1715756400000,1715756400000,7.795138035013224,TP Hit
1715756460000,1715756460000,5.0,TP Hit
1715756640000,1715756640000,-5.205841152361245,SL Hit
1715757840000,1715757840000,-4.954086338024354,SL Hit
1715760480000,1715760480000,-5.7237306214810815,SL Hit
1715760720000,1715760720000,10.4873583119479,TP Hit
1715761800000,1715761800000,-9.768354616164288,SL Hit
1715761920000,1715761920000,-3.8908905987045728,SL Hit
1715762580000,1715762580000,-1.9644802540933597,SL Hit
1715762760000,1715762760000,-1.3873772296792595,SL Hit
1715762820000,1715762820000,-1.8686359989878838,SL Hit
1715762940000,1715762940000,-1.8261453256563982,SL Hit
1715763000000,1715763000000,-2.293920659540163,SL Hit
1715765340000,1715765340000,8.115678279515123,TP Hit
1715766240000,1715766240000,-3.666219357502996,SL Hit
1715766720000,1715766720000,-3.1624164554450545,SL Hit
1715766960000,1715766960000,6.301630560104968,TP Hit
1715768040000,1715768040000,5.400153299910016,TP Hit
1715770500000,1715770500000,-2.9633802795869997,SL Hit
1715770680000,1715770680000,-1.3863143127746298,SL Hit
1715770740000,1715770740000,-2.8426638717282913,SL Hit
1715770920000,1715770920000,6.865155044099083,TP Hit
1715772900000,1715772900000,-4.451360772414773,SL Hit
1715775240000,1715775240000,-4.601618498345488,SL Hit
1715781720000,1715781720000,-23.042126123684284,SL Hit
1715781840000,1715781840000,24.85963586634898,TP Hit
1715782860000,1715782860000,-11.688092040007177,SL Hit
1715782920000,1715782920000,-5.231227482465329,SL Hit
1715782980000,1715782980000,-4.678996948008717,SL Hit
1715783340000,1715783340000,-8.339616483550344,SL Hit
1715783400000,1715783400000,-6.072480836133764,SL Hit
1715788560000,1715788560000,15.375028241905966,TP Hit
1715790420000,1715790420000,-4.719427191339491,SL Hit
1715798100000,1715798100000,-9.196356794003805,SL Hit
1715798160000,1715798160000,8.547798961095395,TP Hit
1715798880000,1715798880000,-18.87933523193351,SL Hit
1715799000000,1715799000000,6.544186454513692,TP Hit
1715806140000,1715806140000,5.3709326116368175,TP Hit
1715812320000,1715812320000,-1.2087794779072283,SL Hit
1715812440000,1715812440000,-4.729580943770998,SL Hit
1715813220000,1715813220000,-1.7087644980783807,SL Hit
1715813280000,1715813280000,-1.658138462502393,SL Hit
1715818680000,1715818680000,-6.363713587881648,SL Hit
1715820180000,1715820180000,-1.6927025976183359,SL Hit
1715820300000,1715820300000,-2.13937111733685,SL Hit
1715820540000,1715820540000,-1.5294136162556242,SL Hit
1715820660000,1715820660000,5.101743889259524,TP Hit
1715822700000,1715822700000,-4.64213661524991,SL Hit
1715823060000,1715823060000,5.0,TP Hit
1715825040000,1715825040000,-4.179410693621321,SL Hit
1715825100000,1715825100000,-2.049861708030221,SL Hit
1715826060000,1715826060000,6.392240867426153,TP Hit
1715826480000,1715826480000,-1.0715139689127682,SL Hit
1715826720000,1715826720000,-0.9928994170186343,SL Hit
1715828340000,1715828340000,-0.7721890391258057,SL Hit
1715830260000,1715830260000,-2.834050147270318,SL Hit
1715831520000,1715831520000,-2.5539125858340412,SL Hit
1715832120000,1715832120000,-1.8186612432837137,SL Hit
1715832660000,1715832660000,-0.7415078374251607,SL Hit
1715837280000,1715837280000,-1.8326165711259819,SL Hit
1715837520000,1715837520000,-1.900332784593047,SL Hit
1715843880000,1715843880000,-3.652430790672952,SL Hit
1715851440000,1715851440000,5.0,TP Hit
1715851560000,1715851560000,7.529897175350925,TP Hit
1715851860000,1715851860000,-3.2388814998048474,SL Hit
1715853240000,1715853240000,6.342452956305351,TP Hit
1715855280000,1715855280000,-5.786366079788422,SL Hit
1715855580000,1715855580000,-2.8253989641016233,SL Hit
1715855880000,1715855880000,-2.3035999274725327,SL Hit
1715856240000,1715856240000,7.510985574728693,TP Hit
1715856660000,1715856660000,-4.745474625255156,SL Hit
1715857140000,1715857140000,5.0,TP Hit
1715857380000,1715857380000,5.0,TP Hit
1715858580000,1715858580000,7.677278688352089,TP Hit
1715859960000,1715859960000,5.61847817141097,TP Hit
1715860920000,1715860920000,-4.342880646741833,SL Hit
1715869440000,1715869440000,-3.6229046863518306,SL Hit
1715869800000,1715869800000,-3.677611634528148,SL Hit
1715869980000,1715869980000,7.09900711447699,TP Hit
1715870100000,1715870100000,-13.975082148841466,SL Hit
1715870460000,1715870460000,-3.3502427363055176,SL Hit
1715876100000,1715876100000,-11.458858888116083,SL Hit
1715878260000,1715878260000,8.175912457605591,TP Hit
1715878740000,1715878740000,-5.089528936652641,SL Hit
1715879940000,1715879940000,-3.7574081824641326,SL Hit
1715882700000,1715882700000,16.22240402440366,TP Hit
1715884020000,1715884020000,-8.291971865597588,SL Hit
1715884260000,1715884260000,8.757542870327597,TP Hit
1715886240000,1715886240000,-2.719740352105873,SL Hit
1715886300000,1715886300000,-6.186187469807919,SL Hit
1715886360000,1715886360000,-5.6371740791073535,SL Hit
1715886420000,1715886420000,9.0761804326321,TP Hit
1715886600000,1715886600000,8.160024687444093,TP Hit
1715899620000,1715899620000,-1.2014320757298265,SL Hit
1715900100000,1715900100000,-5.211311330604076,SL Hit
1715900160000,1715900160000,-1.552000486961333,SL Hit
1715900880000,1715900880000,9.364429475783254,TP Hit
1715902440000,1715902440000,-1.906734327916638,SL Hit
1715903100000,1715903100000,-1.8791123820410576,SL Hit
1715903280000,1715903280000,5.0,TP Hit
1715904060000,1715904060000,7.953569734279881,TP Hit
1715905140000,1715905140000,5.0,TP Hit
1715906940000,1715906940000,-1.273213214270072,SL Hit
1715907000000,1715907000000,-0.7536979846845497,SL Hit
1715907120000,1715907120000,-1.2525508133257972,SL Hit
1715909400000,1715909400000,-0.8202993335726205,SL Hit
1715911680000,1715911680000,-0.9128442705332418,SL Hit
1715916000000,1715916000000,5.0,TP Hit
1715917320000,1715917320000,5.0,TP Hit
1715919180000,1715919180000,-0.5723311910405755,SL Hit
1715919420000,1715919420000,5.0,TP Hit
1715923920000,1715923920000,-3.3820694468013244,SL Hit
1715924100000,1715924100000,5.0,TP Hit
1715925120000,1715925120000,-1.347727356478572,SL Hit
1715925420000,1715925420000,-0.8382722310561803,SL Hit
1715928300000,1715928300000,-1.1156050132922246,SL Hit
1715928540000,1715928540000,-2.646769028498966,SL Hit
1715928600000,1715928600000,-3.1188977847778006,SL Hit
1715928900000,1715928900000,-1.0401960775343468,SL Hit
1715932740000,1715932740000,-1.4932239440677222,SL Hit
1715935320000,1715935320000,5.0,TP Hit
1715935380000,1715935380000,-4.484291453722108,SL Hit
1715935680000,1715935680000,-3.8505766323651187,SL Hit
1715938380000,1715938380000,6.474050222765072,TP Hit
1715942760000,1715942760000,-1.9692390902200714,SL Hit
1715945640000,1715945640000,-1.3423495191382244,SL Hit
1715945700000,1715945700000,5.0,TP Hit
1715951760000,1715951760000,-5.368181724741589,SL Hit
1715951880000,1715951880000,-3.742939484603994,SL Hit
1715955960000,1715955960000,-6.698163078057405,SL Hit
1715956020000,1715956020000,-4.591783470365044,SL Hit
1716156960000,1716156960000,-5.30300516452553,SL Hit
1716157080000,1716157080000,-2.147106493903266,SL Hit
1716157140000,1716157140000,-2.0830274586260202,SL Hit
1716157980000,1716157980000,5.0,TP Hit
1716158280000,1716158280000,-3.182270453966339,SL Hit
1716158580000,1716158580000,5.12333138260874,TP Hit
1716158940000,1716158940000,5.0,TP Hit
1716159660000,1716159660000,6.17696628208796,TP Hit
1716160440000,1716160440000,-5.506049841482309,SL Hit
1716164880000,1716164880000,9.47273360528925,TP Hit
1716166080000,1716166080000,5.0,TP Hit
1716167100000,1716167100000,-1.4635360717802541,SL Hit
1716167220000,1716167220000,-0.8966431303560967,SL Hit
1716167520000,1716167520000,-1.4039161841064924,SL Hit
1716167700000,1716167700000,-1.8559277301683323,SL Hit
1716168180000,1716168180000,5.0,TP Hit
1716168300000,1716168300000,-0.9367562987026758,SL Hit
1716168480000,1716168480000,5.882547411878477,TP Hit
1716168840000,1716168840000,-2.6232190577648,SL Hit
1716171300000,1716171300000,5.0,TP Hit
1716172380000,1716172380000,-0.7763443916192045,SL Hit
1716172440000,1716172440000,-1.274462649358611,SL Hit
1716172620000,1716172620000,-0.7523667786590522,SL Hit
1716174840000,1716174840000,5.0,TP Hit
1716175200000,1716175200000,-1.7720740501827095,SL Hit
1716175260000,1716175260000,-1.761568760884984,SL Hit
1716175380000,1716175380000,-2.2607424208254088,SL Hit
1716175980000,1716175980000,5.0,TP Hit
1716176340000,1716176340000,-2.2925844751371187,SL Hit
1716176640000,1716176640000,5.0,TP Hit
1716176820000,1716176820000,-1.2418500920175575,SL Hit
1716178320000,1716178320000,-0.718710261695378,SL Hit
1716178380000,1716178380000,-0.7030881001483067,SL Hit
1716178440000,1716178440000,-1.1796532358494005,SL Hit
1716180180000,1716180180000,5.0,TP Hit
1716181440000,1716181440000,-0.6023539709713077,SL Hit
1716181560000,1716181560000,5.0,TP Hit
1716183120000,1716183120000,-0.7352045718580484,SL Hit
1716183180000,1716183180000,-1.227332816728449,SL Hit
1716183300000,1716183300000,-1.256603296053072,SL Hit
1716183600000,1716183600000,8.54797754980973,TP Hit
1716184860000,1716184860000,-1.3451080246595666,SL Hit
1716185760000,1716185760000,-2.574336640238471,SL Hit
1716186180000,1716186180000,-1.2631029505791957,SL Hit
1716186300000,1716186300000,-1.2695887686131755,SL Hit
1716186480000,1716186480000,5.0,TP Hit
1716187440000,1716187440000,-1.0287792628078023,SL Hit
1716187620000,1716187620000,7.071304345212411,TP Hit
1716188700000,1716188700000,-6.14436051024677,SL Hit
1716190560000,1716190560000,-3.4079833015421173,SL Hit
1716193200000,1716193200000,5.0,TP Hit
1716196320000,1716196320000,5.073805503328913,TP Hit
1716200520000,1716200520000,-1.9508507531209034,SL Hit
1716200760000,1716200760000,-0.8813807621772867,SL Hit
1716201840000,1716201840000,7.022702023066813,TP Hit
1716202440000,1716202440000,-1.5824941153405234,SL Hit
1716202620000,1716202620000,-1.5534367138097878,SL Hit
1716203340000,1716203340000,5.0,TP Hit
1716205860000,1716205860000,-1.2396753186403657,SL Hit
1716205980000,1716205980000,-4.267198510169692,SL Hit
1716206040000,1716206040000,-1.2303905521330307,SL Hit
1716216120000,1716216120000,-3.686361808257061,SL Hit
1716217920000,1716217920000,-2.9903133636471466,SL Hit
1716229380000,1716229380000,-3.7961336454900447,SL Hit
1716229740000,1716229740000,-11.019935145392083,SL Hit
1716232440000,1716232440000,-10.979088489882997,SL Hit
1716232860000,1716232860000,-6.075901379284915,SL Hit
1716232920000,1716232920000,-3.052622709335992,SL Hit
1716237300000,1716237300000,16.240719587993226,TP Hit
1716242400000,1716242400000,-4.695159976639843,SL Hit
1716245580000,1716245580000,-0.7182220089889597,SL Hit
1716245640000,1716245640000,-0.7026347226274083,SL Hit
1716245880000,1716245880000,1.0,Flip to Short
1716246120000,1716246120000,1.5,Flip to Long
1716246240000,1716246240000,5.0,TP Hit
1716246300000,1716246300000,-2.1826396719407057,SL Hit
1716246540000,1716246540000,-0.737567186319211,SL Hit
1716249300000,1716249300000,-0.6367059737312957,SL Hit
1716249480000,1716249480000,-0.6503618893184466,SL Hit
1716249660000,1716249660000,-4.752494559339539,SL Hit
1716249780000,1716249780000,5.0,TP Hit
1716249960000,1716249960000,-2.8975098497321596,SL Hit
1716250020000,1716250020000,-1.9226877176042763,SL Hit
1716252000000,1716252000000,-3.2719851925066905,SL Hit
1716253080000,1716253080000,-2.3765686297920183,SL Hit
1716255780000,1716255780000,-2.661240682209609,SL Hit
1716255840000,1716255840000,-1.6021955727992463,SL Hit
1716255900000,1716255900000,-1.5770387461743667,SL Hit
1716258720000,1716258720000,5.0,TP Hit
1716261060000,1716261060000,-5.233435510192066,SL Hit
1716261480000,1716261480000,-1.7706162189351744,SL Hit
1716261660000,1716261660000,-0.7465394641403691,SL Hit
1716261720000,1716261720000,-0.7289295024165767,SL Hit
1716261960000,1716261960000,-0.6547618314871215,SL Hit
1716262260000,1716262260000,-1.112841951457085,SL Hit
1716262800000,1716262800000,5.0,TP Hit
1716263460000,1716263460000,5.0,TP Hit
1716265800000,1716265800000,-1.9876984640723094,SL Hit
1716266040000,1716266040000,-1.5026713743136497,SL Hit
1716267060000,1716267060000,-0.9838876416542917,SL Hit
1716267180000,1716267180000,-0.9939670958192437,SL Hit
1716267300000,1716267300000,-0.45239457343996037,SL Hit
1716267720000,1716267720000,-1.4646040537700173,SL Hit
1716267900000,1716267900000,5.0,TP Hit
1716268740000,1716268740000,5.0,TP Hit
1716268920000,1716268920000,-1.0647949173726374,SL Hit
1716269460000,1716269460000,-0.5512381375592668,SL Hit
1716270060000,1716270060000,-2.5972092017764226,SL Hit
1716270300000,1716270300000,-0.5484078467852669,SL Hit
1716270660000,1716270660000,-0.5342552975853323,SL Hit
1716270900000,1716270900000,-1.0845200876356103,SL Hit
1716271380000,1716271380000,5.441611368616577,TP Hit
1716271440000,1716271440000,-0.776462421141332,SL Hit
1716271620000,1716271620000,1.5,Flip to Long
1716271800000,1716271800000,2.0,Flip to Short
1716272280000,1716272280000,5.0,TP Hit
1716273660000,1716273660000,-2.1062116656976286,SL Hit
1716273780000,1716273780000,-0.6247437321580946,SL Hit
1716274020000,1716274020000,-0.5986310751759447,SL Hit
1716275220000,1716275220000,-1.5050855482404586,SL Hit
1716275340000,1716275340000,-0.9948186614929,SL Hit
1716275580000,1716275580000,-2.0590480734826997,SL Hit
1716275700000,1716275700000,-1.0490006347899907,SL Hit
1716275820000,1716275820000,8.241388849783107,TP Hit
1716277560000,1716277560000,-2.2246399153518723,SL Hit
1716278460000,1716278460000,10.403312791167991,TP Hit
1716282300000,1716282300000,-2.2121412378473906,SL Hit
1716282660000,1716282660000,13.518976584571647,TP Hit
1716283200000,1716283200000,11.518024052595138,TP Hit
1716285420000,1716285420000,5.0,TP Hit
1716287280000,1716287280000,-2.557921905477997,SL Hit
1716287460000,1716287460000,-2.569831780005188,SL Hit
1716297180000,1716297180000,-2.744316324497049,SL Hit
1716300420000,1716300420000,12.880143553207745,TP Hit
1716300720000,1716300720000,9.325490160947083,TP Hit
1716300900000,1716300900000,-11.454101625509793,SL Hit
1716301200000,1716301200000,-3.4239401594386436,SL Hit
1716306120000,1716306120000,-3.6965166364680044,SL Hit
1716306420000,1716306420000,-11.8017026422458,SL Hit
1716306480000,1716306480000,5.0,TP Hit
1716306660000,1716306660000,-11.71542597264488,SL Hit
1716307800000,1716307800000,13.957183560400154,TP Hit
1716312540000,1716312540000,-3.0026620166099747,SL Hit
1716312840000,1716312840000,-4.322015683814243,SL Hit
1716312900000,1716312900000,-2.2811574206862133,SL Hit
1716315960000,1716315960000,-5.696486115528387,SL Hit
1716317760000,1716317760000,-8.117596322539612,SL Hit
1716317940000,1716317940000,-2.514799242206209,SL Hit
1716320100000,1716320100000,-5.262764717321261,SL Hit
1716321120000,1716321120000,-7.188357134436956,SL Hit
1716325020000,1716325020000,-1.390839427775063,SL Hit
1716331200000,1716331200000,-1.161555818762281,SL Hit
1716333300000,1716333300000,-0.5445176133580389,SL Hit
1716333480000,1716333480000,-1.1014687305214466,SL Hit
1716333540000,1716333540000,-0.5852923926286167,SL Hit
1716335040000,1716335040000,-1.6658726893292624,SL Hit
1716335100000,1716335100000,-1.1629532115184702,SL Hit
1716336000000,1716336000000,-3.1780994106957223,SL Hit
1716336060000,1716336060000,-1.624490345006052,SL Hit
1716336240000,1716336240000,-0.6691696060806862,SL Hit
1716336300000,1716336300000,-1.1745319331457722,SL Hit
1716336420000,1716336420000,-2.679922509349126,SL Hit
1716336540000,1716336540000,-1.1932998371121357,SL Hit
1716336720000,1716336720000,-0.6884212773220497,SL Hit
1716337560000,1716337560000,5.540717294294154,TP Hit
1716337860000,1716337860000,-1.238194685873168,SL Hit
1716338760000,1716338760000,-1.179287777231366,SL Hit
1716341400000,1716341400000,-4.303260551219864,SL Hit
1716341520000,1716341520000,5.0,TP Hit
1716342180000,1716342180000,4.0,Flip to Short
1716342300000,1716342300000,-2.2559326389527996,SL Hit
1716342360000,1716342360000,-1.2557531427664799,SL Hit
1716345720000,1716345720000,-0.6530399512921576,SL Hit
1716348300000,1716348300000,-0.5600499453721568,SL Hit
1716348600000,1716348600000,-1.0396917043472058,SL Hit
1716348720000,1716348720000,-1.5330093565789866,SL Hit
1716349140000,1716349140000,-0.5395801168197067,SL Hit
1716349320000,1716349320000,-1.0323064942276687,SL Hit
1716354720000,1716354720000,-0.9760504509904422,SL Hit
1716355020000,1716355020000,-0.48034222180285724,SL Hit
1716357780000,1716357780000,3.0,Flip to Long
1716357840000,1716357840000,-1.4349320923138293,SL Hit
1716360900000,1716360900000,5.867352124594618,TP Hit
1716361500000,1716361500000,-5.665034560428467,SL Hit
1716366600000,1716366600000,-1.2656621194910258,SL Hit
1716366720000,1716366720000,-3.2556148252406274,SL Hit
1716368580000,1716368580000,-3.303896519697446,SL Hit
1716368940000,1716368940000,5.613352161526564,TP Hit
1716373320000,1716373320000,5.0,TP Hit
1716373560000,1716373560000,-7.380580900906352,SL Hit
1716381720000,1716381720000,-4.045694626700424,SL Hit
1716389940000,1716389940000,-2.9014280514456914,SL Hit
1716390060000,1716390060000,-5.319183190629701,SL Hit
1716402840000,1716402840000,-5.575161082655541,SL Hit
1716402960000,1716402960000,-10.05193529103417,SL Hit
1716421440000,1716421440000,-1.4443900042242603,SL Hit
1716423660000,1716423660000,-3.713146072739619,SL Hit
1716424380000,1716424380000,-3.246400592572172,SL Hit
1716424500000,1716424500000,-2.555546045288793,SL Hit
1716424560000,1716424560000,-1.5515784706294653,SL Hit
1716424860000,1716424860000,-3.6193228655829444,SL Hit
1716425640000,1716425640000,5.0,TP Hit
1716426000000,1716426000000,-0.9188342505294713,SL Hit
1716426300000,1716426300000,-4.43356037549529,SL Hit
1716431520000,1716431520000,-0.9955701909348136,SL Hit
1716431760000,1716431760000,-3.957536709269334,SL Hit
1716435540000,1716435540000,-2.173942100023851,SL Hit
1716435600000,1716435600000,-2.6436605214476003,SL Hit
1716436080000,1716436080000,-1.9947420745156705,SL Hit
1716436440000,1716436440000,-2.4369065855426015,SL Hit
1716436560000,1716436560000,-1.34800575254485,SL Hit
1716437160000,1716437160000,-3.1800994007935515,SL Hit
1716437220000,1716437220000,-3.205422151440871,SL Hit
1716437400000,1716437400000,-2.175952065124875,SL Hit
1716437820000,1716437820000,5.0,TP Hit
1716438780000,1716438780000,-4.119312486000126,SL Hit
1716440100000,1716440100000,-5.489852393649926,SL Hit
1716440160000,1716440160000,5.0,TP Hit
1716440580000,1716440580000,-3.467945683594735,SL Hit
1716443160000,1716443160000,5.0,TP Hit
1716443700000,1716443700000,9.124292098742444,TP Hit
1716443760000,1716443760000,-2.0034974903828697,SL Hit
1716443820000,1716443820000,-2.503247669643315,SL Hit
1716444000000,1716444000000,-2.547658550378401,SL Hit
1716444060000,1716444060000,-1.5821176513054525,SL Hit
1716444900000,1716444900000,-1.2061906990784337,SL Hit
1716444960000,1716444960000,-1.2361056491427007,SL Hit
1716450000000,1716450000000,-5.85688627592026,SL Hit
1716450540000,1716450540000,5.23214911177638,TP Hit
1716451500000,1716451500000,-2.0949419096505153,SL Hit
1716451560000,1716451560000,4.5,Flip to Short
1716451620000,1716451620000,-3.1245927690324606,SL Hit
1716452100000,1716452100000,5.961073231839691,TP Hit
1716452460000,1716452460000,-9.4636930260167,SL Hit
1716452640000,1716452640000,12.700277592462953,TP Hit
1716456900000,1716456900000,-1.2308002475256217,SL Hit
1716457020000,1716457020000,-1.2331698774869437,SL Hit
1716457080000,1716457080000,-1.698657743378135,SL Hit
1716457200000,1716457200000,-1.18723550321738,SL Hit
1716458280000,1716458280000,-3.0,Flip to Long
1716458400000,1716458400000,-5.135878723325732,SL Hit
1716459060000,1716459060000,-3.6184659497230314,SL Hit
1716459300000,1716459300000,-4.188243599506677,SL Hit
1716460560000,1716460560000,-5.775991340138717,SL Hit
1716460860000,1716460860000,-1.3317221249162685,SL Hit
1716478200000,1716478200000,-28.065053237129177,SL Hit
1716492720000,1716492720000,-24.46698639938404,SL Hit
1716501600000,1716501600000,-1.5523360938750557,SL Hit
1716503940000,1716503940000,5.22165511122148,TP Hit
1716504840000,1716504840000,-2.001893689543067,SL Hit
1716504900000,1716504900000,5.0,TP Hit
1716505200000,1716505200000,-6.529056293533358,SL Hit
1716505260000,1716505260000,-1.4497115197445964,SL Hit
1716505440000,1716505440000,-1.9800892683342681,SL Hit
1716505620000,1716505620000,-0.9348170306766406,SL Hit
1716513540000,1716513540000,-3.3084049582466832,SL Hit
1716513720000,1716513720000,-3.844364479307842,SL Hit
1716513780000,1716513780000,5.0,TP Hit
1716514080000,1716514080000,5.646885396025027,TP Hit
1716516600000,1716516600000,-2.7098928764025914,SL Hit
1716518520000,1716518520000,-6.168277442870021,SL Hit
1716520140000,1716520140000,-2.4223673131564283,SL Hit
1716520320000,1716520320000,-1.8726096891405177,SL Hit
1716521340000,1716521340000,-3.860998864780413,SL Hit
1716521400000,1716521400000,-1.2046363865447347,SL Hit
1716521940000,1716521940000,5.520290755725,TP Hit
1716522360000,1716522360000,-1.2622111216624035,SL Hit
1716525540000,1716525540000,-1.2928218886736431,SL Hit
1716526080000,1716526080000,7.559767572704004,TP Hit
1716528660000,1716528660000,5.0,TP Hit
1716529140000,1716529140000,-2.1313792998262215,SL Hit
1716531360000,1716531360000,-3.0977215775637887,SL Hit
1716534060000,1716534060000,11.22997737134574,TP Hit
1716537420000,1716537420000,-6.649452139834466,SL Hit
1716537540000,1716537540000,-2.8624635328014847,SL Hit
1716537600000,1716537600000,-3.327644709032029,SL Hit
1716537660000,1716537660000,5.0,TP Hit
1716537780000,1716537780000,-4.826515080749232,SL Hit
1716546060000,1716546060000,-2.3497673133169883,SL Hit
1716550140000,1716550140000,5.0,TP Hit
1716550500000,1716550500000,-6.839614825454191,SL Hit
1716551280000,1716551280000,5.0,TP Hit
1716551940000,1716551940000,-1.853719077691494,SL Hit
1716552000000,1716552000000,-2.3373820007182076,SL Hit
1716553200000,1716553200000,-3.852154598927882,SL Hit
1716554760000,1716554760000,6.423782953817863,TP Hit
1716555300000,1716555300000,27.41136988569633,TP Hit
1716556920000,1716556920000,-8.029667300979781,SL Hit
1716771900000,1716771900000,-1.6011793206998846,SL Hit
1716772680000,1716772680000,5.0,TP Hit
1716773640000,1716773640000,5.0,TP Hit
1716774840000,1716774840000,-2.5234826450105174,SL Hit
1716775020000,1716775020000,-0.9658827207167633,SL Hit
1716775260000,1716775260000,5.0,TP Hit
1716776280000,1716776280000,5.0,TP Hit
1716777480000,1716777480000,5.0,TP Hit
1716777720000,1716777720000,5.0,TP Hit
1716778980000,1716778980000,-0.7395468097311095,SL Hit
1716788760000,1716788760000,-2.7310303588747047,SL Hit
1716789120000,1716789120000,-3.2544371636759024,SL Hit
1716789180000,1716789180000,-0.7758871259866282,SL Hit
1716789420000,1716789420000,-2.8431118586304365,SL Hit
1716789720000,1716789720000,4.0,Flip to Long
1716789780000,1716789780000,-1.5858576669124886,SL Hit
1716789900000,1716789900000,-2.0886535478421138,SL Hit
1716789960000,1716789960000,-1.111517599929357,SL Hit
1716790020000,1716790020000,-1.1749806285006343,SL Hit
1716790200000,1716790200000,-2.6521516643697396,SL Hit
1716790320000,1716790320000,1.5,Flip to Short
1716790560000,1716790560000,-4.6731174168598955,SL Hit
1716797040000,1716797040000,5.0,TP Hit
1716799380000,1716799380000,-2.581617554271361,SL Hit
1716799800000,1716799800000,-4.147216300392756,SL Hit
1716800040000,1716800040000,6.269669444402098,TP Hit
1716801600000,1716801600000,-4.631003387054079,SL Hit
1716801660000,1716801660000,-1.6043419975758297,SL Hit
1716801720000,1716801720000,-1.579031854897039,SL Hit
1716801960000,1716801960000,-3.052838691211946,SL Hit
1716803220000,1716803220000,10.257821202336345,TP Hit
1716806400000,1716806400000,-2.1538578506806516,SL Hit
1716806460000,1716806460000,-3.714295799822139,SL Hit
1716806760000,1716806760000,-1.1657315504780854,SL Hit
1716807120000,1716807120000,-1.1523312893914408,SL Hit
1716807300000,1716807300000,-1.007289868859516,SL Hit
1716807360000,1716807360000,-1.0246263068038388,SL Hit
1716810420000,1716810420000,-6.040366560453549,SL Hit
1716810840000,1716810840000,-1.2630813607247546,SL Hit
1716811620000,1716811620000,-5.114227506783209,SL Hit
1716812640000,1716812640000,-3.660117023777275,SL Hit
1716814020000,1716814020000,-6.584793342386547,SL Hit
1716814500000,1716814500000,-1.8763580608429038,SL Hit
1716815400000,1716815400000,3.5,Flip to Short
1716815460000,1716815460000,-0.9630425070645288,SL Hit
1716815760000,1716815760000,-4.049128488237329,SL Hit
1716815940000,1716815940000,5.0,TP Hit
1716816180000,1716816180000,-0.9984374576306436,SL Hit
1716816300000,1716816300000,-1.4731425017307629,SL Hit
1716816360000,1716816360000,-2.4661323230393464,SL Hit
1716816420000,1716816420000,-0.9596228713926394,SL Hit
1716816540000,1716816540000,-0.9683738023741171,SL Hit
1716816600000,1716816600000,-1.9706328164902516,SL Hit
1716850560000,1716850560000,5.0,TP Hit
1716850980000,1716850980000,-3.9674348622284015,SL Hit
1716851100000,1716851100000,-4.8849250859057065,SL Hit
1716852360000,1716852360000,5.0,TP Hit
1716852540000,1716852540000,5.0,TP Hit
1716861900000,1716861900000,6.155380818803678,TP Hit
1716863340000,1716863340000,7.135121179482667,TP Hit
1716863760000,1716863760000,-3.4177788986780797,SL Hit
1716864600000,1716864600000,8.704274194809841,TP Hit
1716864900000,1716864900000,-3.3070545164009673,SL Hit
1716865500000,1716865500000,5.0,TP Hit
1716865740000,1716865740000,-0.813124781321676,SL Hit
1716869940000,1716869940000,-0.6011359160693246,SL Hit
1716870780000,1716870780000,-2.5,Flip to Long
1716871080000,1716871080000,1.0,Flip to Short
1716871140000,1716871140000,-2.242161796086293,SL Hit
1716871380000,1716871380000,5.0,TP Hit
1716871740000,1716871740000,-1.336746679371572,SL Hit
1716871800000,1716871800000,-0.9415060653773253,SL Hit
1716874500000,1716874500000,-4.347069865987578,SL Hit
1716874680000,1716874680000,5.0,TP Hit
1716875640000,1716875640000,-0.9275440315104788,SL Hit
1716876000000,1716876000000,8.907926909829257,TP Hit
1716876840000,1716876840000,-1.5198991925353766,SL Hit
1716876960000,1716876960000,-5.036334964497655,SL Hit
1716885480000,1716885480000,-6.186671929601289,SL Hit
1716885540000,1716885540000,-4.088235506322235,SL Hit
1716885600000,1716885600000,-2.0819329701553215,SL Hit
1716887280000,1716887280000,-2.713354208812234,SL Hit
1716887700000,1716887700000,-1.591739678333397,SL Hit
1716888780000,1716888780000,-6.192234659953101,SL Hit
1716889020000,1716889020000,-4.656874835243798,SL Hit
1716889080000,1716889080000,-1.5637860834685853,SL Hit
1716889200000,1716889200000,5.0,TP Hit
1716890400000,1716890400000,11.81841278844513,TP Hit
1716890880000,1716890880000,-6.382318967145693,SL Hit
1716893940000,1716893940000,5.0,TP Hit
1716894000000,1716894000000,-9.738113362152944,SL Hit
1716900240000,1716900240000,-3.6282831628850545,SL Hit
1716902100000,1716902100000,-6.608128922234755,SL Hit
1716902340000,1716902340000,-11.136600958459894,SL Hit
1716902520000,1716902520000,-3.5124075992716826,SL Hit
1716902580000,1716902580000,-4.993664199319028,SL Hit
1716902760000,1716902760000,5.0,TP Hit
1716902820000,1716902820000,-6.4081513743440155,SL Hit
1716911640000,1716911640000,14.601867098594084,TP Hit
1716913800000,1716913800000,-6.790704738268687,SL Hit
1716913920000,1716913920000,-8.29672582839703,SL Hit
