exit_time,pnl,reason
1730399040000,16.75643340763054,TP Hit
1730401200000,-8.514500592573313,SL Hit
1730406600000,60.39851372870908,TP Hit (Same Bar)
1730407320000,-10.000357134238584,SL Hit (Same Bar)
1730476200000,-7.766146714086062,SL Hit (Same Bar)
1730674800000,127.3007480741071,SL Hit (Same Bar)
1730732520000,-37.62520187586051,SL Hit
1730737380000,-11.498038598001585,SL Hit
1730745420000,-29.36004725233215,SL Hit
1730746440000,11.073857489885995,TP Hit (Same Bar)
1730748300000,9.253443630499532,TP Hit (Same Bar)
1730751540000,8.17941918685392,TP Hit (Same Bar)
1730752080000,23.086535297188675,TP Hit
1730754540000,-9.758151468129654,SL Hit (Same Bar)
1730820780000,-20.102859191887546,SL Hit
1730822760000,20.628611942127463,TP Hit (Same Bar)
1730824140000,19.088591164851096,TP Hit
1730826180000,-13.683927733240125,SL Hit (Same Bar)
1730829600000,-17.875133495792397,SL Hit (Same Bar)
1730834580000,-6.843842228583526,SL Hit (Same Bar)
1730835660000,-11.40957014822925,SL Hit (Same Bar)
1730905260000,75.63926200602145,TP Hit (Same Bar)
1730909700000,-6.922631235327572,SL Hit (Same Bar)
1730920800000,-6.706777487124782,SL Hit
1730922480000,28.672044668986928,TP Hit
1730923500000,-10.838740356142807,SL Hit
1730997720000,10.190050320146838,TP Hit (Same Bar)
1731008400000,14.17027984544984,TP Hit (Same Bar)
1731012000000,19.007048750994727,TP Hit (Same Bar)
1731013980000,8.815006369506591,TP Hit (Same Bar)
1731083160000,-6.614236644236371,SL Hit (Same Bar)
1731084480000,20.93912529446243,TP Hit
1731342840000,-16.52176030654664,SL Hit
1731347880000,-6.572416327668179,SL Hit (Same Bar)
1731351000000,-6.3070338942998205,SL Hit (Same Bar)
1731357960000,10.99284974951297,TP Hit
1731359700000,-6.022393552659196,SL Hit (Same Bar)
1731423420000,-21.786762736635865,SL Hit
1731428400000,-5.072115268572816,SL Hit (Same Bar)
1731432360000,17.523703942672,TP Hit (Same Bar)
1731433560000,-9.10881779553165,SL Hit (Same Bar)
1731441000000,-5.3774144920680556,SL Hit (Same Bar)
1731509280000,-11.357226201442245,SL Hit (Same Bar)
1731511980000,-9.525280941808887,SL Hit (Same Bar)
1731514500000,-11.275205949394149,SL Hit
1731517140000,-22.80966851186531,SL Hit
1731519960000,26.014304231430287,TP Hit
1731523560000,-13.08535753239994,SL Hit
1731529440000,22.278175302155432,TP Hit
1731531960000,-19.844601813303598,SL Hit (Same Bar)
1731599040000,-6.987848153912637,SL Hit (Same Bar)
1731603600000,62.3366030837351,TP Hit
1731603600000,-5.073100651141431,SL Hit (Same Bar)
1731609600000,-8.131898157094838,SL Hit (Same Bar)
1731616440000,26.902223562356085,TP Hit (Same Bar)
1731618660000,-8.005196169979172,SL Hit (Same Bar)
1731942240000,33.807570978446165,TP Hit
1731946080000,-7.793501842781552,SL Hit (Same Bar)
1731952560000,12.260440153768286,TP Hit (Same Bar)
1731953340000,-13.165954539275845,SL Hit
1731958020000,18.136897419186425,TP Hit
1731960780000,10.225768358286587,TP Hit (Same Bar)
