mode,status,outcome,pnl,reason,structure_age,reclaim_depth,is_expansion,retest_count,active_level,exit_time
SAMPLING_MODE,DEAD,LOSS,-1.1493206787672534,SL Hit (Same Bar),41,0.75,True,1,16076.5,1701367860000
SAMPLING_MODE,DEAD,LOSS,-11.942344656403291,SL Hit,31,5.25,True,1,16088.5,1701371280000
SAMPLING_MODE,SURVIVOR,WIN,5.989556381078728,TP Hit (Same Bar),50,1.75,False,1,16106.25,1701374820000
SAMPLING_MODE,DEAD,LOSS,-7.46293102384152,SL Hit,53,1.0,True,1,16083.5,1701375960000
SAMPLING_MODE,DEAD,LOSS,-12.58866771434623,SL Hit,54,6.75,True,1,16130.0,1701377400000
SAMPLING_MODE,DEAD,LOSS,-13.153099310857217,SL Hit (Same Bar),19,3.75,True,1,16138.0,1701442020000
SAMPLING_MODE,DEAD,LOSS,-12.782124639259564,SL Hit (Same Bar),18,4.75,True,1,16143.25,1701443040000
SAMPLING_MODE,SURVIVOR,LOSS,-24.0632438658904,SL Hit,20,7.25,False,1,16106.75,1701444120000
SAMPLING_MODE,DEAD,LOSS,-12.043291951380525,SL Hit (Same Bar),18,6.5,True,1,16093.5,1701446460000
SAMPLING_MODE,DEAD,LOSS,-12.678766374920087,SL Hit (Same Bar),30,2.75,True,1,16118.5,1701446820000
SAMPLING_MODE,DEAD,LOSS,-15.607001258656965,SL Hit,31,4.75,True,1,16187.0,1701449460000
SAMPLING_MODE,DEAD,LOSS,-19.237762398704945,SL Hit,52,7.25,True,1,15962.75,1701707220000
