mode,status,outcome,pnl,reason,structure_age,reclaim_depth,is_expansion,retest_count,active_level,exit_time
SAMPLING_MODE,DEAD,WIN,22.429282233017148,TP Hit,32,3.75,True,1,18293.75,1712082960000
SAMPLING_MODE,DEAD,WIN,7.433190949144773,TP Hit (Same Bar),34,0.5,True,1,18275.0,1712083080000
SAMPLING_MODE,DEAD,LOSS,-5.500987796280242,SL Hit (Same Bar),22,1.5,True,1,18293.25,1712084640000
SAMPLING_MODE,SURVIVOR,LOSS,-3.094352202693699,SL Hit (Same Bar),24,0.0,False,1,18314.25,1712086380000
SAMPLING_MODE,DEAD,LOSS,-13.885139857906324,SL Hit (Same Bar),39,4.75,True,1,18248.75,1712151060000
SAMPLING_MODE,DEAD,LOSS,-6.5,Reverse,31,16.25,True,1,18283.0,1712152560000
SAMPLING_MODE,SURVIVOR,LOSS,-31.444749900634637,SL Hit,17,12.75,False,1,18283.5,1712152800000
SAMPLING_MODE,DEAD,LOSS,-15.383766626582656,SL Hit (Same Bar),27,5.75,True,1,18426.5,1712156280000
SAMPLING_MODE,DEAD,LOSS,-1.7751975952269277,SL Hit (Same Bar),30,-0.25,True,1,18431.75,1712159280000
SAMPLING_MODE,DEAD,WIN,42.0,Reverse,30,28.25,True,1,18376.75,1712166780000
SAMPLING_MODE,SURVIVOR,WIN,7.234837662341306,TP Hit,22,0.75,False,1,18426.5,1712166840000
SAMPLING_MODE,DEAD,WIN,20.850763358845143,TP Hit,19,4.25,True,1,18431.5,1712168160000
SAMPLING_MODE,DEAD,LOSS,-4.494704022086808,SL Hit (Same Bar),17,1.25,True,1,18411.25,1712168280000
SAMPLING_MODE,DEAD,LOSS,-9.06992509237898,SL Hit,22,2.75,True,1,18399.0,1712170560000
SAMPLING_MODE,DEAD,WIN,25.03419648313138,TP Hit,57,3.75,True,1,18399.0,1712181660000
SAMPLING_MODE,DEAD,WIN,32.237127706364845,TP Hit,27,6.75,True,1,18531.25,1712237700000
SAMPLING_MODE,DEAD,WIN,78.0694583964796,TP Hit,26,17.25,True,1,18552.0,1712240580000
SAMPLING_MODE,DEAD,LOSS,-13.470307903342473,SL Hit,30,4.5,True,1,18506.5,1712241060000
SAMPLING_MODE,SURVIVOR,WIN,16.63823132548714,TP Hit,22,2.5,False,1,18508.25,1712243340000
SAMPLING_MODE,DEAD,LOSS,-4.769557477113267,SL Hit (Same Bar),22,1.0,True,1,18489.5,1712243640000
SAMPLING_MODE,SURVIVOR,LOSS,-2.4524080795963528,SL Hit (Same Bar),17,0.0,False,1,18558.25,1712248800000
SAMPLING_MODE,SURVIVOR,LOSS,-6.629117641983612,SL Hit (Same Bar),19,2.5,False,1,18543.5,1712251380000
SAMPLING_MODE,SURVIVOR,LOSS,-31.28833733200736,SL Hit,18,11.0,False,1,18079.5,1712261880000
SAMPLING_MODE,DEAD,WIN,68.03169036077452,TP Hit,31,13.25,True,1,18170.0,1712324220000
SAMPLING_MODE,DEAD,LOSS,-8.088193454801512,SL Hit (Same Bar),41,0.5,True,1,18323.75,1712331780000
SAMPLING_MODE,DEAD,LOSS,-4.826235006505158,SL Hit (Same Bar),98,-0.25,True,1,18308.25,1712583180000
SAMPLING_MODE,DEAD,LOSS,-12.160360399117051,SL Hit (Same Bar),68,3.0,True,1,18363.0,1712586780000
SAMPLING_MODE,SURVIVOR,WIN,27.084722194093047,TP Hit,22,4.75,False,1,18374.5,1712588220000
SAMPLING_MODE,DEAD,WIN,16.019597615493694,TP Hit,20,1.5,True,1,18340.0,1712588700000
SAMPLING_MODE,DEAD,WIN,13.601560200884704,TP Hit,29,1.25,True,1,18325.25,1712590380000
SAMPLING_MODE,DEAD,WIN,8.993583646821207,TP Hit (Same Bar),19,0.25,True,1,18278.0,1712592960000
SAMPLING_MODE,SURVIVOR,WIN,10.288800621114206,TP Hit (Same Bar),27,0.25,False,1,18300.75,1712594160000
SAMPLING_MODE,DEAD,LOSS,-14.233063853134809,SL Hit (Same Bar),27,4.75,True,1,18292.5,1712596620000
SAMPLING_MODE,DEAD,LOSS,-6.851622125024733,SL Hit (Same Bar),24,2.0,True,1,18288.5,1712598180000
SAMPLING_MODE,SURVIVOR,LOSS,-1.8992184919989088,SL Hit (Same Bar),30,-0.25,False,1,18312.5,1712599260000
SAMPLING_MODE,SURVIVOR,LOSS,-6.812602735539258,SL Hit,32,1.75,False,1,18300.0,1712601480000
SAMPLING_MODE,SURVIVOR,LOSS,-4.298657024199201,SL Hit (Same Bar),32,0.5,False,1,18321.5,1712604780000
SAMPLING_MODE,DEAD,WIN,21.59544224666024,TP Hit,19,3.75,True,1,18294.75,1712605740000
SAMPLING_MODE,DEAD,LOSS,-30.0,Reverse,79,16.0,True,1,18369.0,1712669760000
SAMPLING_MODE,DEAD,LOSS,-48.759313389069575,SL Hit,69,21.0,True,1,18347.25,1712670600000
SAMPLING_MODE,DEAD,WIN,32.4440010022081,TP Hit,16,5.25,False,1,18335.25,1712671980000
SAMPLING_MODE,DEAD,WIN,8.863584503516904,TP Hit (Same Bar),35,0.0,True,1,18282.75,1712682360000
SAMPLING_MODE,DEAD,LOSS,-11.725543313361412,SL Hit,27,3.5,True,1,18268.0,1712684700000
SAMPLING_MODE,SURVIVOR,LOSS,-5.756933078097063,SL Hit (Same Bar),27,0.0,False,1,18275.5,1712686740000
SAMPLING_MODE,DEAD,LOSS,-8.909426186226483,SL Hit (Same Bar),59,2.5,True,1,18236.75,1712689320000
SAMPLING_MODE,DEAD,LOSS,-23.385539320232056,SL Hit (Same Bar),37,7.75,True,1,18136.0,1712755860000
SAMPLING_MODE,DEAD,LOSS,-9.079414693296712,SL Hit (Same Bar),36,-0.25,True,1,18208.25,1712759640000
SAMPLING_MODE,DEAD,LOSS,-6.769170344632585,SL Hit (Same Bar),40,-0.5,True,1,18150.25,1712761020000
SAMPLING_MODE,SURVIVOR,LOSS,-12.34649034400354,SL Hit (Same Bar),20,3.0,False,1,18168.25,1712762880000
SAMPLING_MODE,SURVIVOR,LOSS,-11.445944250648608,SL Hit (Same Bar),31,3.25,False,1,18128.5,1712763900000
SAMPLING_MODE,SURVIVOR,LOSS,-3.4869781343149957,SL Hit (Same Bar),30,-0.25,False,1,18168.0,1712766960000
SAMPLING_MODE,DEAD,WIN,39.20606695038441,TP Hit,24,8.75,True,1,18174.0,1712768580000
SAMPLING_MODE,DEAD,LOSS,-10.18396907371789,SL Hit,45,1.5,True,1,18127.0,1712768880000
SAMPLING_MODE,DEAD,LOSS,-11.379004182424978,SL Hit (Same Bar),26,1.5,True,1,18203.5,1712770080000
SAMPLING_MODE,DEAD,WIN,43.253717296014656,TP Hit,29,5.75,True,1,18115.25,1712770920000
SAMPLING_MODE,SURVIVOR,WIN,27.458875998476287,TP Hit,33,2.75,False,1,18136.5,1712774160000
SAMPLING_MODE,DEAD,LOSS,-6.555910604089149,SL Hit (Same Bar),23,-0.5,True,1,18133.25,1712775420000
SAMPLING_MODE,DEAD,LOSS,-27.7268470409399,SL Hit,26,10.75,True,1,18187.0,1712776740000
SAMPLING_MODE,SURVIVOR,WIN,34.72445984071237,TP Hit,22,5.0,False,1,18219.25,1712778600000
SAMPLING_MODE,DEAD,LOSS,-39.73959973324236,SL Hit,33,16.5,True,1,18233.75,1712842800000
SAMPLING_MODE,DEAD,LOSS,-14.800665923081397,SL Hit (Same Bar),27,3.25,True,1,18222.5,1712844480000
SAMPLING_MODE,DEAD,LOSS,-27.812456723186187,SL Hit,77,11.25,True,1,18274.0,1712848920000
SAMPLING_MODE,DEAD,LOSS,-19.104414762630768,SL Hit,21,6.75,True,1,18277.0,1712850660000
SAMPLING_MODE,SURVIVOR,WIN,18.107544963728287,TP Hit,25,2.75,False,1,18321.75,1712854620000
SAMPLING_MODE,SURVIVOR,LOSS,-5.238949065897032,SL Hit (Same Bar),18,1.0,False,1,18505.25,1712863560000
SAMPLING_MODE,DEAD,LOSS,-7.232652199760196,SL Hit (Same Bar),22,1.5,True,1,18495.0,1712865060000
SAMPLING_MODE,DEAD,WIN,52.0,Reverse,30,25.75,True,1,18286.0,1712930400000
SAMPLING_MODE,DEAD,WIN,15.12895365136501,TP Hit (Same Bar),70,0.75,True,1,18338.5,1712930400000
SAMPLING_MODE,DEAD,LOSS,-32.10626989202137,SL Hit,39,12.0,True,1,18274.25,1712930940000
SAMPLING_MODE,SURVIVOR,LOSS,-10.6074990367415,SL Hit,18,2.0,False,1,18258.75,1712932560000
SAMPLING_MODE,DEAD,WIN,26.606227686366765,TP Hit,26,2.25,True,1,18191.0,1713192000000
SAMPLING_MODE,SURVIVOR,LOSS,-30.20604132632434,SL Hit,19,12.0,False,1,18164.0,1713194520000
SAMPLING_MODE,DEAD,LOSS,-15.405297532415716,SL Hit (Same Bar),25,3.75,False,1,18198.25,1713195060000
SAMPLING_MODE,DEAD,LOSS,-22.473914434071048,SL Hit,18,8.25,False,1,18221.5,1713196980000
SAMPLING_MODE,SURVIVOR,WIN,18.43693929098663,TP Hit (Same Bar),21,0.25,False,1,17876.5,1713204780000
SAMPLING_MODE,SURVIVOR,WIN,21.823141705448503,TP Hit (Same Bar),37,1.5,False,1,17934.5,1713206160000
SAMPLING_MODE,SURVIVOR,WIN,13.210604988315026,TP Hit (Same Bar),31,0.75,False,1,17872.0,1713207300000
SAMPLING_MODE,DEAD,WIN,19.949619528459152,TP Hit (Same Bar),51,1.75,True,1,17903.75,1713210600000
SAMPLING_MODE,DEAD,LOSS,-36.02417010626232,SL Hit (Same Bar),62,14.75,True,1,17864.75,1713274380000
SAMPLING_MODE,SURVIVOR,LOSS,-10.274556637290516,SL Hit (Same Bar),21,1.0,False,1,17888.0,1713275820000
SAMPLING_MODE,DEAD,LOSS,-31.711612178631185,SL Hit,19,11.25,True,1,17910.75,1713277200000
SAMPLING_MODE,DEAD,LOSS,-14.43318204858224,SL Hit,23,2.5,True,1,17865.0,1713277980000
SAMPLING_MODE,SURVIVOR,LOSS,-18.564567715351583,SL Hit,25,6.25,False,1,17883.5,1713280560000
SAMPLING_MODE,SURVIVOR,LOSS,-14.609302711847704,SL Hit,24,5.25,False,1,17918.75,1713282780000
SAMPLING_MODE,DEAD,WIN,31.82728994413628,TP Hit,28,5.0,True,1,17883.5,1713283740000
SAMPLING_MODE,SURVIVOR,LOSS,-12.09412033677654,SL Hit (Same Bar),23,3.25,False,1,17924.0,1713286320000
SAMPLING_MODE,DEAD,LOSS,-8.998821416389546,SL Hit (Same Bar),29,1.75,False,1,17891.75,1713287100000
SAMPLING_MODE,SURVIVOR,WIN,19.07900846732082,TP Hit (Same Bar),37,1.75,False,1,17930.75,1713288540000
SAMPLING_MODE,DEAD,WIN,18.380808156754934,TP Hit (Same Bar),31,-0.75,True,1,17887.0,1713288960000
SAMPLING_MODE,DEAD,WIN,89.95510255491536,TP Hit,35,17.25,True,1,17919.75,1713291660000
SAMPLING_MODE,DEAD,LOSS,-15.93987837991881,SL Hit,21,4.75,True,1,17911.25,1713296400000
SAMPLING_MODE,SURVIVOR,LOSS,-3.568347263484611,SL Hit (Same Bar),29,-0.25,False,1,17881.75,1713297900000
SAMPLING_MODE,DEAD,LOSS,-8.832317412598059,SL Hit (Same Bar),71,2.25,True,1,17933.25,1713360660000
SAMPLING_MODE,DEAD,LOSS,-39.06732965444826,SL Hit,35,16.5,True,1,17923.75,1713361260000
SAMPLING_MODE,DEAD,LOSS,-12.307869208598277,SL Hit (Same Bar),28,2.5,True,1,17808.5,1713365520000
SAMPLING_MODE,SURVIVOR,LOSS,-6.211134781769943,SL Hit (Same Bar),29,-0.25,False,1,17726.5,1713369840000
SAMPLING_MODE,SURVIVOR,LOSS,-16.36182485093741,SL Hit (Same Bar),78,5.0,False,1,17718.0,1713375120000
SAMPLING_MODE,DEAD,LOSS,-23.6355845647995,SL Hit (Same Bar),18,8.25,True,1,17693.75,1713378960000
SAMPLING_MODE,SURVIVOR,WIN,78.43723660157411,TP Hit,55,15.75,False,1,17747.5,1713380100000
SAMPLING_MODE,SURVIVOR,LOSS,-10.685592817375436,SL Hit (Same Bar),23,0.5,False,1,17686.0,1713380460000
SAMPLING_MODE,SURVIVOR,WIN,19.35819355912099,TP Hit (Same Bar),17,1.0,False,1,17654.5,1713382200000
SAMPLING_MODE,DEAD,LOSS,-13.06321277236566,SL Hit (Same Bar),30,2.75,True,1,17701.0,1713383280000
SAMPLING_MODE,DEAD,WIN,31.15295962733217,TP Hit,29,4.25,True,1,17647.5,1713384180000
SAMPLING_MODE,DEAD,LOSS,-25.970486955273373,SL Hit (Same Bar),44,11.0,True,1,17663.25,1713447060000
SAMPLING_MODE,DEAD,WIN,17.471436997730052,TP Hit (Same Bar),21,0.0,True,1,17647.0,1713449520000
SAMPLING_MODE,SURVIVOR,LOSS,-13.521584794390948,SL Hit (Same Bar),37,3.5,False,1,17693.0,1713454920000
SAMPLING_MODE,DEAD,LOSS,-28.980732761374384,SL Hit,21,11.25,True,1,17669.25,1713458400000
SAMPLING_MODE,SURVIVOR,LOSS,-13.033290195744485,SL Hit,28,3.5,False,1,17537.5,1713463860000
SAMPLING_MODE,DEAD,LOSS,-6.363141150904994,SL Hit (Same Bar),17,0.0,True,1,17565.0,1713464220000
SAMPLING_MODE,DEAD,LOSS,-7.558280341007048,SL Hit (Same Bar),19,-0.25,True,1,17561.75,1713467040000
SAMPLING_MODE,DEAD,WIN,62.09233204917109,TP Hit,40,12.75,True,1,17590.5,1713470040000
SAMPLING_MODE,DEAD,LOSS,-16.889874748558213,SL Hit,34,5.0,True,1,17544.25,1713470340000
SAMPLING_MODE,DEAD,LOSS,-26.14403522606881,SL Hit (Same Bar),86,9.25,True,1,17480.75,1713533580000
SAMPLING_MODE,DEAD,WIN,98.85398308296864,TP Hit,19,20.0,True,1,17504.0,1713534720000
SAMPLING_MODE,SURVIVOR,LOSS,-15.23134590940026,SL Hit (Same Bar),18,3.5,False,1,17425.5,1713535860000
SAMPLING_MODE,SURVIVOR,LOSS,-5.83104702658602,SL Hit (Same Bar),62,0.0,False,1,17341.5,1713540660000
SAMPLING_MODE,SURVIVOR,LOSS,-8.295580652302306,SL Hit (Same Bar),17,0.5,False,1,17346.75,1713541680000
SAMPLING_MODE,DEAD,LOSS,-34.59652883275703,SL Hit (Same Bar),88,15.5,True,1,17287.5,1713792720000
SAMPLING_MODE,DEAD,LOSS,-22.240119248650444,SL Hit (Same Bar),28,8.25,True,1,17293.25,1713792840000
SAMPLING_MODE,DEAD,LOSS,-36.84763279964682,SL Hit,28,14.5,True,1,17307.5,1713794460000
SAMPLING_MODE,DEAD,LOSS,-24.625097919597465,SL Hit,34,8.25,True,1,17264.0,1713795420000
SAMPLING_MODE,DEAD,LOSS,-12.098302489102934,SL Hit (Same Bar),31,2.75,True,1,17182.75,1713798000000
SAMPLING_MODE,SURVIVOR,LOSS,-14.179234061528405,SL Hit (Same Bar),25,5.0,False,1,17190.0,1713799560000
SAMPLING_MODE,DEAD,LOSS,-13.808933405678545,SL Hit (Same Bar),48,4.0,True,1,17295.75,1713805620000
SAMPLING_MODE,SURVIVOR,LOSS,-11.41667402729945,SL Hit (Same Bar),17,3.0,False,1,17414.75,1713809580000
SAMPLING_MODE,SURVIVOR,WIN,40.59633862008923,TP Hit,48,7.5,False,1,17384.25,1713812280000
SAMPLING_MODE,DEAD,LOSS,-30.148207016951343,SL Hit,29,12.75,True,1,17381.0,1713813840000
SAMPLING_MODE,DEAD,LOSS,-38.01808447439544,SL Hit (Same Bar),16,17.0,True,1,17437.25,1713879060000
SAMPLING_MODE,SURVIVOR,WIN,32.626714533224,TP Hit (Same Bar),26,5.5,False,1,17598.75,1713884460000
SAMPLING_MODE,SURVIVOR,LOSS,-8.95385123242886,SL Hit (Same Bar),23,2.0,False,1,17600.75,1713885840000
SAMPLING_MODE,SURVIVOR,LOSS,-4.915510710794479,SL Hit (Same Bar),53,-0.25,False,1,17607.5,1713888960000
SAMPLING_MODE,DEAD,LOSS,-5.958158525449107,SL Hit (Same Bar),19,0.75,True,1,17594.0,1713891420000
SAMPLING_MODE,DEAD,WIN,12.65500223657,TP Hit,18,0.75,True,1,17612.5,1713892140000
SAMPLING_MODE,DEAD,LOSS,-26.61782767494151,SL Hit,18,10.75,True,1,17578.5,1713892560000
SAMPLING_MODE,SURVIVOR,LOSS,-11.413920832310396,SL Hit (Same Bar),16,4.0,False,1,17603.5,1713893940000
SAMPLING_MODE,DEAD,LOSS,-4.987752329987416,SL Hit (Same Bar),23,1.5,True,1,17635.0,1713898560000
